country_name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Japan,232781.16,283118.069,293220.654,325222.563,359318.329,386919.838,419743.155,489881.864,562565.471,653958.112,768823.22,797543.164,853373.239,915748.909,915873.587,870072.757,908902.62,935213.345,903886.164,955620.2,947571.135,929606.502,900200.829,883838.675,940130.792,915396.877,915334.538,905734.332,989081.575,1025549.89,1092560,1105660,1117470,1109660,1162940,1172790,1186230,1173990,1131250,1165890,1182950,1170620,1206970,1215780,1211090,1213820,1190260,1226360,1159620,1101210,1156080,1212170,1252220,1260900,1219820,1181500,1171390,1151930,1106150,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237570,247530,255650,218350,196060,172480,149900,126810,130320,118250,114680,111870,121460,136300,150220,162480,180210,189110,232010,204220,223570,242190,241490,256340,205230,206640,223020,225560,220450,,
Kenya,2427.554,2401.885,2625.572,2856.593,2827.257,2467.891,2684.244,2702.579,2819.923,3131.618,3083.947,3685.335,3872.352,3920.023,4950.45,4976.119,4609.419,5056.793,5324.484,5038.458,6197.23,6527.26,4693.76,4660.757,4319.726,3769.676,4162.045,5174.137,4789.102,5192.472,6140,5890,5950,5860,5870,6370,6970,6640,7160,7490,8230,7610,7420,6530,7430,8330,9300,9370,9910,11710,12640,13030,12130,14100,15030,17090,18770,18890,18400,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22760,20420,13800,10110,6550,4600,5770,5690,6030,4790,4670,3970,4970,5590,5560,5300,5320,6470,7510,6760,6350,7620,10060,9380,9710,10270,9700,9340,11000,,
Cambodia,234.688,286.026,308.028,388.702,341.031,403.37,469.376,418.038,491.378,1345.789,1173.44,249.356,117.344,128.345,73.34,73.34,73.34,73.34,51.338,29.336,286.026,300.694,337.364,366.7,410.704,418.038,432.706,436.373,451.041,451.041,1260,1300,1350,1380,1470,1510,1610,1700,1940,1910,1960,2150,2210,2380,2380,2640,2950,3600,3940,4730,4920,5190,5420,5580,6630,8580,9900,11370,11160,,
Kiribati,,7.334,11.001,18.335,18.335,11.001,11.001,22.002,33.003,11.001,22.002,29.336,25.669,36.67,33.003,33.003,33.003,22.002,22.002,25.669,29.336,29.336,25.669,22.002,22.002,22.002,18.335,22.002,22.002,22.002,20,20,20,30,30,30,30,30,30,30,40,30,40,50,50,70,70,60,60,60,50,50,60,60,60,60,80,80,80,,
St. Kitts and Nevis,11.001,22.002,14.668,18.335,18.335,22.002,22.002,22.002,33.003,25.669,25.669,29.336,29.336,29.336,36.67,33.003,36.67,36.67,33.003,36.67,51.338,55.005,66.006,51.338,51.338,51.338,58.672,55.005,66.006,66.006,110,110,150,140,150,150,150,160,180,180,190,210,230,230,240,220,230,250,250,700,240,260,350,230,230,240,250,240,260,,
"Korea, Rep.",12552.141,14462.648,17278.904,21103.585,22218.353,25005.273,30014.395,35151.862,37242.052,42522.532,53783.889,58616.995,60336.818,73094.311,75686.88,81829.105,93306.815,105712.276,113405.642,133211.109,134868.593,139742.036,141905.566,150904.384,163911.233,178333.544,182451.585,192660.513,221959.843,235846.772,249250,274040,296210,326630,353230,384310,408880,430480,365670,400940,455690,470520,461940,464610,484900,480080,486940,501500,513190,525390,574260,597290,598960,597640,586000,606510,614780,625350,630870,,
Kuwait,7803.376,9981.574,14290.299,17025.881,25335.303,35419.553,35151.862,25441.646,22442.04,26831.439,25041.943,27139.467,27634.512,24242.537,19328.757,16827.863,18474.346,17220.232,21000.909,17667.606,24675.243,25214.292,21169.591,21609.631,28367.912,29159.984,35320.544,31470.194,32914.992,35885.262,29250,35750,23010,29260,33750,33800,32940,34050,39890,43730,47170,50820,53390,55630,59490,67250,69670,68740,72910,75040,78250,81160,83590,85260,83580,88040,89880,89720,89460,,
Latin America & Caribbean (excluding high income),208791.646,217387.094,227951.721,231178.681,253195.349,258116.463,280353.151,297195.682,321944.265,350770.552,384888.32,418518.377,443420.974,488748.761,516801.311,541912.927,574197.195,596782.248,651130.855,693660.721,720330.812,716513.465,741328.054,709285.808,712696.118,727023.087,754950.959,797796.187,811356.753,869728.059,730330,756650,772120,796090,841170,854470,915350,971060,1016750,1007260,1045530,1046680,1043740,1065120,1109240,1143950,1182150,1231290,1272910,1236790,1312820,1365790,1406200,1443720,1463440,1465780,1442170,1421350,1408370,,
Lao PDR,80.674,113.677,132.012,146.68,172.349,179.683,234.688,319.029,168.682,319.029,572.052,421.705,487.711,517.047,293.36,253.023,223.687,231.021,231.021,223.687,187.017,150.347,157.681,179.683,183.35,205.352,209.019,212.686,212.686,231.021,510,550,590,610,630,670,750,790,820,850,900,1000,1110,1150,1210,1260,1640,1730,2050,2540,2880,3040,3270,3910,4420,8660,15360,18510,18790,,
Lebanon,2581.568,2684.244,2856.593,3028.942,3267.297,3318.635,3630.33,3571.658,3700.003,4352.729,3949.359,5339.152,5727.854,7172.652,7231.324,6431.918,6127.557,5573.84,5713.186,6156.893,6178.895,6351.244,6112.889,7319.332,7051.641,8056.399,7759.372,7968.391,7660.363,8052.732,5620,7040,7020,10330,11270,13300,14120,16130,16250,17030,15670,16890,16840,17410,17880,17280,16230,15050,18660,21920,20880,21180,23480,23240,24940,27050,27810,29280,27710,,
Liberia,165.015,161.348,253.023,355.699,484.044,557.384,612.389,612.389,883.747,1272.449,1452.132,1525.472,1507.137,1481.468,1723.49,1485.135,1477.801,1474.134,1507.137,1947.177,2042.519,1939.843,601.388,711.398,700.397,722.399,729.733,766.403,817.741,667.394,450,370,400,420,420,420,430,450,490,400,430,450,450,480,560,670,690,640,540,540,730,850,950,910,1220,1260,1410,1260,1320,,
Libya,693.063,1195.442,1048.762,1463.133,663.727,1015.759,2629.239,18507.349,30139.073,35551.565,32331.939,21646.301,15232.718,14587.326,9347.183,11580.386,17916.962,20106.161,21239.264,26032.033,26904.779,28811.619,30762.463,30414.098,28624.602,31418.856,34059.096,32566.627,36398.642,37322.726,36090,33320,30300,30840,35910,37490,39400,38940,39900,38060,39870,41430,43600,44280,45490,49130,49370,46290,51470,53810,57230,38050,52300,54990,59700,53840,51180,56810,58940,,
St. Lucia,14.668,18.335,18.335,22.002,22.002,25.669,29.336,33.003,36.67,62.339,66.006,69.673,77.007,80.674,73.34,77.007,84.341,69.673,99.009,150.347,113.677,95.342,113.677,102.676,113.677,128.345,132.012,146.68,165.015,165.015,170,180,270,260,280,310,320,320,360,370,360,420,380,430,420,380,410,320,320,1050,400,380,520,320,360,380,350,370,390,,
Latin America & Caribbean,302630.8949,309662.0673,328908.412,328599.3121,354343.986,365326.3443,383205.728,413009.6662,438970.3377,477611.5551,527138.3044,552797.3241,578914.4076,632157.8044,666400.8648,674556.6345,717864.1439,739110.1101,793615.9754,849417.826,892405.0632,883057.5829,907204.6197,865409.0932,879966.5834,907461.5823,924540.2854,970838.2437,994035.6361,1052388.492,899521.56,924182.4178,944563.712,974815.4485,1024289.643,1048116.951,1130638.321,1199782.243,1244844.726,1233591.811,1274171.426,1276987.196,1283696.25,1298313.857,1354314.131,1409297.882,1445292.976,1505460.996,1563575.639,1531575.482,1613466.607,1675332.222,1734371.901,1778631.33,1790321.349,1782849.902,1747810.34,1713340.032,1689187.436,,
Least developed countries: UN classification,33594.55291,34718.03179,37462.70714,40554.06487,42828.36075,47159.96578,48937.92068,52290.30649,57912.17685,63303.64269,67439.40388,67911.70626,48240.12019,51546.23684,51815.02682,50640.03065,48528.10945,50106.29057,52905.54613,56795.321,59525.45914,58519.41668,57847.44175,59963.20281,61821.69347,63538.10944,64521.11276,67781.15113,70591.92626,69966.02961,68556.15506,67971.78227,67459.17456,67540.64699,71247.6427,83794.39739,87501.39309,93184.0953,96055.99856,102624.7135,107350.1146,115558.4622,120833.8023,135386.3331,143104.971,150762.592,160932.0755,173857.4889,184545.616,201213.3994,217047.2851,229443.8854,239989.6398,258124.5715,277684.8239,288955.9771,310386.3312,331230.3831,338640.0291,,
Low income,37739.3429,41113.50412,45470.8393,48539.68146,52949.94777,62860.26428,68590.02198,74285.60618,86208.36244,95480.77351,105486.0164,144751.3739,124619.3823,133523.4789,140548.0327,146984.0429,150663.3903,156590.5949,151768.3336,164013.8396,166960.3552,172181.3074,171547.199,185983.6064,200716.1842,208469.7728,223350.4358,248612.2503,277538.2239,287524.4815,190153.092,186021.5801,170241.0687,159759.1345,155080.9905,153315.0686,147903.7055,143277.1966,141211.7909,148574.9624,156041.4041,163435.5567,162960.5134,170261.7227,176943.3103,195294.4404,204351.2446,199022.4977,214843.5058,200406.3196,200912.344,185401.1468,175662.7587,156787.6151,163116.8819,147652.1684,156142.3985,152609.07,149413.7119,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,210,210,210,200,200,210,220,230,230,220,210,220,230,230,230,230,200,220,210,190,180,190,190,160,160,150,160,140,,
Sri Lanka,2258.872,2335.879,2563.233,2533.897,2273.54,2658.575,2662.242,2948.268,3241.628,4319.726,3597.327,3197.624,3542.322,3689.002,2933.6,2896.93,2805.255,2918.932,3450.647,3828.348,3410.31,4033.7,4499.409,4884.444,3883.353,3956.693,3703.67,4074.037,3490.984,3483.65,3840,3980,5250,5090,5770,5820,8360,8340,8610,9500,10930,10850,11380,12410,12870,13980,12410,13590,12810,12290,13070,15420,16830,14480,17600,20360,21930,23310,21630,,
Lower middle income,447336.6154,475580.3831,508478.4302,550722.6913,574666.3647,634433.4709,673374.085,679451.6934,751201.8967,783364.5529,880748.7315,944735.3085,976078.7009,1085071.327,1134795.8,1160138.781,1245687.665,1330524.334,1400968.327,1456159.049,1464118.051,1476160.419,1549761.897,1642011.537,1718544.967,1835069.266,1901851.287,1998124.941,2141250.467,2199824.211,2213573.217,2288300.514,2273781.896,2254905.602,2238714.47,2340520.216,2369065.101,2462655.05,2495848.873,2631700.08,2692296.592,2775456.487,2867914.259,2994700.521,3137917.401,3260696.195,3439900.135,3678144.094,3796644.916,3945382.083,4149853.108,4380573.046,4570086.198,4652369.53,4913355.869,4967186.18,5095344.999,5308121.501,5608350.968,,
Low & middle income,3543113.066,3373563.209,3396345.163,3585165.876,3794494.134,4069860.991,4345806.893,4418104.237,4673322.941,5018012.953,5534955.85,6008513.824,6281046.452,6638609.411,6876573.831,7332288.834,7708122.329,8093365.261,8547909.019,8772296.653,8944070.406,8893399.825,9254252.796,9513435.605,9825995.577,10501702.76,10780586.16,11119251.29,11633024.05,11748117.46,8990535.95,9124757.292,9044809.307,9067133.49,8978828.278,9394544.818,9470210.677,9593920.1,9706762.883,9726422.986,10119645.08,10443490.95,10866408.52,11732310.83,12740999.54,13668094.6,14624393.28,15529161.44,16041642.77,16450672.52,17682588.38,18883932.4,19446572.36,19948742.91,20175506.67,20092679.37,20201900.87,20687299.68,21334207.73,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390,1450,1500,1540,1580,1610,1640,1670,1710,1720,1750,1770,1800,1820,1870,1900,1920,1960,2010,2100,2160,2210,2280,2290,2310,2230,2270,2440,2570,,
Late-demographic dividend,2945884.822,2771099.312,2775328.519,2932012.698,3094317.731,3293728.178,3497323.029,3524684.471,3688450.148,3989267.26,4421632.582,4791565.623,5032295.023,5273044.774,5432414.385,5826432.17,6092158.09,6375696.22,6728566.011,6839953.374,6992464.308,6816393.715,7037906.607,7212540.336,7452964.453,8001650.501,8173797.197,8384091.979,8710105.063,8694902,6299585.599,6399659.924,6296775.258,6308651.215,6203621.019,6517442.419,6524856.078,6492240.007,6553372.476,6494415.755,6750025.828,6992823.164,7319437.155,8023392.292,8860360.159,9638159.774,10397376.56,11030436.54,11394485.56,11682751.88,12689095.8,13652799.99,13992356.85,14433608.55,14360887.37,14305417.45,14285376.58,14543128.4,14912796.92,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32220,34290,19980,15740,14810,13740,14230,13920,14710,12250,10510,11150,11220,11230,11910,12830,13020,13210,13060,11690,12600,11840,11930,11330,10860,11070,11200,11220,11590,,
Luxembourg,11518.047,11591.387,11551.05,11448.374,12306.452,12203.776,11620.723,11360.366,12269.782,13193.866,13747.583,13201.2,13494.56,14169.288,14411.31,11844.41,11840.743,10927.66,11848.077,12123.102,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8668.788,8929.145,9658.878,11320,11780,11460,11670,10840,8680,8760,8270,7590,7950,8580,9140,9840,10260,11680,11940,11740,11140,11040,10460,11060,10930,10690,10150,9650,9130,8860,9000,9320,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18780,17200,13970,11760,10220,9000,9010,8530,8130,7550,6930,7360,7350,7590,7620,7720,8200,8530,8110,7360,8520,7900,7570,7450,7280,7320,7150,7120,7630,,
"Macao SAR, China",51.338,69.673,95.342,106.343,128.345,132.012,150.347,165.015,168.682,168.682,205.352,227.354,231.021,223.687,267.691,297.027,253.023,308.028,414.371,414.371,528.048,535.382,484.044,682.062,605.055,733.4,876.413,971.755,964.421,1030.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,3641.331,3777.01,3080.28,3960.36,4422.402,4261.054,5467.497,5416.159,5628.845,5826.863,7293.663,8203.079,8049.065,9640.543,11136.679,11111.01,11547.383,12702.488,13076.522,15958.784,15944.116,15856.108,17058.884,17795.951,17814.286,17865.624,18881.383,20117.162,21176.925,22918.75,21730,23450,25260,25980,28130,29200,28890,30330,31050,32600,33290,36920,38270,38210,42170,44490,46190,47730,50180,50540,53660,57790,60150,59720,61160,63150,63080,65930,66680,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30530,24600,20320,17410,14140,12140,10400,9580,8650,7350,6710,7020,7180,7770,7780,8180,7980,8140,8150,7640,8300,8350,8140,7180,7710,8020,8140,8160,8590,,
Madagascar,399.703,355.699,396.036,462.042,484.044,557.384,579.386,843.41,913.083,850.744,971.755,1026.76,1287.117,1074.431,1188.108,1694.154,993.757,847.077,1019.426,1133.103,1617.147,1026.76,1015.759,652.726,869.079,1056.096,1140.437,1287.117,1290.784,931.418,890,950,960,1000,1210,1370,1310,1420,1630,1670,1650,1670,1120,1550,1650,1710,1640,1720,1780,1690,1870,2190,2740,2930,3050,3320,3220,3500,3370,,
Maldives,,,,,,,,,,,,3.667,3.667,3.667,3.667,7.334,11.001,14.668,22.002,29.336,44.004,47.671,47.671,51.338,58.672,66.006,80.674,80.674,95.342,124.678,160,160,230,200,200,260,280,340,310,430,460,480,610,530,740,710,870,870,870,910,960,1010,1140,1130,1360,1350,1750,1820,1910,,
Middle East & North Africa,98968.87111,105216.5157,114919.1297,133496.4898,155160.8779,184939.9343,211470.2995,225756.4468,261319.1302,303335.0462,322672.6692,363150.6996,390457.3659,460935.2019,467866.7243,461832.915,545327.5908,574150.0677,605319.8436,636916.4011,646136.356,626850.2412,632516.1353,675448.1601,723163.0826,764752.217,816348.6449,827658.3582,883735.9932,913084.5888,847589.5366,914400.2082,955837.0716,1007337.173,1078221.299,1115775.338,1153349.443,1189197.848,1196532.073,1240768.182,1286168.135,1350731.384,1409355.014,1459139.449,1544912.753,1669805.265,1769544.698,1860354.638,1972254.236,2056000.846,2139556.826,2181023.789,2307912.896,2351557.05,2443881.993,2477603.373,2495121.234,2529043.276,2531611.759,,
Mexico,63116.404,65305.603,63809.467,66361.699,74278.752,75246.84,80930.69,90101.857,93988.877,102287.298,114073.036,126339.151,132459.374,144292.783,155007.757,164472.284,184138.405,192847.53,222649.239,240874.229,268453.736,284529.864,304837.71,278442.644,277624.903,288501.225,294559.109,307356.939,307067.246,361877.895,267700,286100,289760,300830,325980,306520,326080,349230,373120,360470,384480,382760,388740,407000,414190,432390,449710,462410,477410,461760,468940,480960,480710,469860,458320,472590,479250,471810,472140,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,80,90,90,90,90,90,100,100,100,110,120,110,130,140,140,140,130,140,140,140,140,140,150,150,180,180,190,,
Middle income,3511602.57,3337585.082,3355417.956,3541338.759,3746288.081,4011122.269,4281384.054,4347329.584,4589612.61,4924750.254,5431889.477,5861571.736,6158389.989,6506872.289,6737519.627,7187356.106,7560229.439,7939938.951,8401651.807,8612622.568,8781577.013,8724677.812,9087519.171,9330866.044,9627432.114,10296497.35,10559098.22,10869653.59,11351676.9,11455592.99,8801316.647,8939452.288,8874807.55,8907279.373,8823557.323,9240756.189,9321625.444,9449751.01,9564533.5,9577045.762,9962813.825,10279314,10702458.7,11560806.27,12562462.01,13471258.21,14418249.95,15327681.08,15824545.99,16247340.54,17478083.52,18693794.25,19265560.2,19785934.27,20006403.94,19938728.79,20039600.99,20528219.19,21177938.67,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8590,8380,8590,8890,8590,8570,10110,9040,9880,9140,8820,8990,8430,9210,8920,9360,9370,9810,9580,8960,8730,9640,9130,8240,7780,7480,7390,7860,7370,,
Mali,121.011,117.344,139.346,176.016,176.016,198.018,190.684,223.687,198.018,161.348,201.685,227.354,245.689,267.691,304.361,341.031,341.031,414.371,396.036,429.039,392.369,396.036,366.7,418.038,436.373,407.037,381.368,359.366,385.035,418.038,420,430,450,460,470,470,490,530,770,800,1410,1610,1400,1400,1480,1650,1890,2070,2090,2510,2780,3120,3110,3050,3120,3410,4420,5050,5620,,
Malta,341.031,293.36,330.03,410.704,498.712,473.043,414.371,520.714,638.058,652.726,663.727,660.06,839.743,806.74,744.401,667.394,762.736,803.073,935.085,905.749,1023.093,1144.104,1312.786,997.424,1364.124,1199.109,1485.135,1855.502,2013.183,2170.864,2320,2210,2170,2810,2510,2380,2320,2470,2370,2410,2130,2490,2320,2610,2600,2620,2650,2710,2720,2510,2580,2570,2710,2370,2350,1650,1350,1520,1550,,
Myanmar,2717.247,2592.569,2882.262,2636.573,2860.26,2728.248,2808.922,3619.329,2929.933,3215.959,4616.753,5104.464,4899.112,4110.707,4675.425,4587.417,4899.112,5174.137,5155.802,5100.797,5526.169,5639.846,5599.509,5775.525,6571.264,6710.61,6791.284,4976.119,4118.041,4462.739,4190,4120,4290,4810,5650,6940,7310,7250,7910,9040,9600,8510,8430,10870,10510,11080,10210,10520,8030,7630,8280,8580,11790,13590,17040,19010,21890,31400,32520,,
Middle East & North Africa (excluding high income),81126.48195,82555.19405,84478.60234,93726.46752,105421.9713,124537.9177,149213.6586,152274.1297,186120.2088,196844.779,209795.482,224126.9042,234980.686,271001.2132,280337.6807,286713.3546,340472.8008,353844.3647,376692.6831,392895.829,366270.8375,339734.4483,363409.7215,405972.0519,438529.7058,456216.9401,467055.955,496752.4929,533817.7889,549585.3067,525988.0719,553442.221,593782.806,624629.712,669017.4433,692585.5266,712529.2997,755356.5641,735896.0323,763309.9113,791901.691,830560.9989,856867.4497,882932.2799,939310.4371,1025206.587,1079480.631,1129435.705,1172756.278,1232768.813,1252783.059,1261561.943,1323819.537,1350387.744,1398812.554,1385493.214,1398550.798,1436132.88,1470946.392,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2180,2100,2690,1750,2580,2540,2330,2270,2220,2360,2110,2230,2520,,
Mongolia,1294.451,1393.46,1972.846,1602.479,2046.186,1958.178,1954.511,2152.529,2482.559,2684.244,2849.259,3036.276,3281.965,3479.983,3751.341,4066.703,4404.067,4972.452,5782.859,6299.906,6879.292,6644.604,6761.948,6996.636,6450.253,9028.154,9673.546,10586.629,11595.054,10568.294,12970,14760,12860,11850,10320,10280,8690,8520,8550,8610,9000,8970,9600,9310,9560,11060,12420,13020,12970,13640,14310,15730,17140,18380,18120,17300,18170,19470,21320,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,1884.838,2632.906,1987.514,1661.151,2141.528,2005.849,2126.86,1873.837,2779.586,3241.628,2984.938,3615.662,3300.3,3564.324,3149.953,2885.929,2559.566,2713.58,2874.928,2643.907,3208.625,2489.893,2541.231,1976.513,1536.473,1147.771,982.756,982.756,1012.092,1041.428,1120,940,1100,1290,1100,1170,1160,1290,1240,1230,1430,1410,1570,1910,1910,1710,1860,2230,2240,2510,2720,3200,3070,3460,4470,5640,5790,6020,6640,,
Mauritania,36.67,47.671,62.339,88.008,117.344,161.348,179.683,198.018,234.688,275.025,429.039,399.703,447.374,469.376,484.044,509.713,517.047,557.384,583.053,605.055,630.724,663.727,883.747,938.752,872.746,656.393,374.034,3285.632,3230.627,2849.259,840,860,890,910,950,1000,1060,1050,990,1110,1120,1180,1270,1300,1410,1450,1460,1720,1800,1990,2070,2190,2400,2200,2520,2950,2810,3800,4000,,
Mauritius,179.683,187.017,253.023,209.019,308.028,304.361,275.025,498.712,638.058,572.052,498.712,396.036,689.396,678.395,693.063,590.387,619.723,641.725,630.724,660.06,590.387,542.716,502.379,597.721,627.057,707.731,799.406,931.418,854.411,1052.429,1160,1250,1320,1470,1510,1550,1610,1620,1790,2200,2430,2570,2610,2750,2770,2960,3300,3400,3470,3420,3660,3640,3730,3820,3950,3960,4040,4180,4130,,
Malawi,,,,,330.03,348.365,429.039,366.7,388.702,381.368,454.708,502.379,546.383,572.052,550.05,579.386,583.053,638.058,671.061,638.058,711.398,605.055,594.054,575.719,557.384,557.384,553.717,546.383,542.716,564.718,720,790,790,880,910,910,910,950,920,960,880,880,860,880,910,910,930,980,1100,1120,1040,1140,1120,1210,1100,1200,1360,1500,1570,,
Malaysia,3567.991,4000.697,4074.037,4968.785,6424.584,6486.923,7693.366,8478.104,8511.107,9526.866,14601.994,16677.516,17913.295,17513.592,19050.065,19446.101,23894.172,22610.722,23237.779,27278.813,27997.545,30824.802,30571.779,37971.785,34697.154,36237.294,39984.968,40762.372,42724.217,49882.201,56190,63330,68870,71190,77000,83880,95710,102500,103040,111820,121650,126770,136330,143810,157470,166410,172680,188340,201130,181020,199110,201670,203280,219820,231680,232550,228640,222890,239620,,
North America,3084636.082,3075748.385,3195470.028,3331448.491,3495003.39,3644304.228,3822498.334,3978962.883,4136307.765,4333594.097,4671961.156,4710963.583,4947765.871,5153723.484,4990337.316,4805313.291,5014330.063,5152380.976,5308709.807,5345863.535,5168366.359,4967621.052,4723313.924,4752383.259,4902641.459,4916499.371,4902348.015,5121767.39,5350764.056,5420695.523,5266383.377,5223274.768,5308491.554,5425372.008,5514430.453,5578808.243,5748751.604,6029122.634,6080084.633,6108076.716,6294127.03,6258891.82,6122272.845,6207669.708,6279990.928,6308773.353,6200326.539,6314305.741,6116180.214,5682803.136,5930460.043,5722290.181,5499724.105,5648288.236,5666856.252,5543983.21,5441468.957,5378301.689,5558099.304,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,1220,1420,1640,1770,1920,1970,2020,1980,1940,2460,2130,2270,2380,2530,2540,2620,2960,3030,3130,3320,3540,3820,4000,4270,4360,4330,4250,,
New Caledonia,861.745,887.414,564.718,619.723,1100.1,1232.112,1510.804,1474.134,1840.834,1558.475,2394.551,2420.22,1705.155,2599.903,2783.253,2530.23,2390.884,2141.528,1543.807,1642.816,2002.182,1393.46,1265.115,1155.105,1206.443,1455.799,1404.461,1459.466,1507.137,1646.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,29.336,55.005,66.006,88.008,95.342,91.675,135.679,132.012,161.348,190.684,216.353,231.021,253.023,330.03,289.693,333.697,333.697,366.7,418.038,480.377,572.052,685.729,748.068,964.421,993.757,997.424,902.082,1001.091,990.09,1041.428,600,570,530,600,580,560,640,650,700,680,670,660,700,760,790,760,750,820,860,1080,1370,1410,1890,1790,1980,1970,1970,2070,2290,,
Nigeria,3406.643,4114.374,4180.38,5350.153,7275.328,11763.736,12907.84,12838.167,6633.603,12112.101,21539.958,32280.601,41426.099,49577.84,62291.329,47395.975,55247.022,50567.93,48294.39,70289.056,68154.862,65958.329,65602.63,59929.781,69625.329,69893.02,73505.015,59343.061,70747.431,42441.858,67850,75570,86400,84410,80530,81540,87180,83540,76640,74660,76070,85150,86110,88680,88630,98440,92200,90130,91530,74240,90730,102090,100680,110720,116200,108150,108420,112920,130670,,
Nicaragua,531.715,561.051,660.06,843.41,949.753,781.071,960.754,1081.765,1232.112,1287.117,1404.461,1507.137,1606.146,1829.833,1950.844,1928.842,2225.869,2838.258,2632.906,1712.489,2027.851,2141.528,2115.859,2002.182,1851.835,1991.181,2262.539,2438.555,2247.871,1477.801,1930,1920,2240,2200,2530,2650,2820,3020,3520,3540,3770,3930,4060,4530,4500,4300,4510,4670,4460,4390,4510,4770,4690,4490,4760,5270,5380,5400,5210,,
Netherlands,73505.015,75888.565,83358.244,91227.626,96867.472,100497.802,103655.089,106783.04,113552.322,115910.203,141934.902,140875.139,157794.677,165645.724,160445.918,153020.243,169683.091,164277.933,170548.503,187812.739,177508.469,164956.328,134322.21,138256.901,145055.519,147948.782,145095.856,152569.202,146914.688,163100.826,148350,154470,153260,158270,157420,164340,173920,166480,166920,161640,162300,167400,167500,170460,172160,167970,163710,164630,165390,160540,171160,158870,157520,157120,149890,158110,158270,155910,151170,,
Norway,13102.191,13351.547,14077.613,14983.362,16189.805,16409.825,19563.445,19328.757,21140.255,22222.02,28012.213,27198.139,29427.675,30524.108,27696.851,29673.364,29317.665,31070.491,34792.496,34242.446,38052.459,40329.666,41052.065,37498.742,40458.011,40714.701,47076.946,40707.367,42482.195,49379.822,29200,27260,30450,32030,33670,33100,34050,35810,37530,39370,34080,34780,34470,37120,37460,36370,37360,38000,37070,37450,41860,40160,39110,38210,38280,38640,37950,36900,37350,,
Nepal,80.674,80.674,88.008,99.009,150.347,179.683,190.684,212.686,253.023,399.703,227.354,198.018,267.691,421.705,425.372,352.032,282.359,337.364,330.03,513.38,542.716,454.708,443.707,495.045,704.064,678.395,704.064,872.746,993.757,913.083,940,1180,1230,1410,1740,1890,1960,2190,2320,3120,3220,3470,2790,3020,2810,3190,2620,2690,2990,3880,4640,5200,6000,6090,7130,6460,9340,11030,12030,,
Nauru,,,,,29.336,33.003,33.003,47.671,47.671,66.006,66.006,88.008,77.007,84.341,99.009,102.676,102.676,113.677,113.677,113.677,124.678,124.678,124.678,124.678,124.678,124.678,161.348,157.681,157.681,157.681,130,130,120,110,110,110,100,100,100,90,90,80,80,70,70,70,50,40,40,40,40,40,40,50,50,50,60,70,70,,
New Zealand,11543.716,11767.403,11210.019,12229.445,13105.858,13699.912,14015.274,13641.24,13487.226,14271.964,14194.957,15060.369,16197.139,18202.988,18756.705,18261.66,19237.082,20300.512,18008.637,16475.831,17458.587,16527.169,18239.658,17964.633,19295.754,21803.982,22893.081,24110.525,25397.642,25404.976,22310,22610,24390,23910,24280,24380,25500,27820,27340,28710,29500,31720,31580,33440,32870,34260,34310,33390,34370,31320,31130,30350,32010,31750,31790,32190,31180,32920,32210,,
